Product Name,Category,Sell Price,Condition,Language,Add Qty,Finish,ASIN,TCG Player Name, TCG Player ID
One Ring to Rule Them All,The Lord of the Rings: Tales of Middle-earth,1.37,Near Mint,English,1,Normal,,One Ring to Rule Them All,498610
Rising of the Day,The Lord of the Rings: Tales of Middle-earth,0.45,Near Mint,English,2,Normal,,Rising of the Day,498376
The Battle of Bywater,The Lord of the Rings: Tales of Middle-earth,1.33,Near Mint,English,1,Normal,,The Battle of Bywater,499328
War of the Last Alliance,The Lord of the Rings: Tales of Middle-earth,0.71,Near Mint,English,1,Normal,,War of the Last Alliance,498821
"Matzalantli, the Great Door // The Core",The Lost Caverns of Ixalan,0.94,Near Mint,English,1,Normal,,"Matzalantli, the Great Door",524378
Molten Collapse,The Lost Caverns of Ixalan,1.31,Near Mint,English,2,Normal,,Molten Collapse,525260
Restless Reef,The Lost Caverns of Ixalan,0.96,Near Mint,English,2,Normal,,Restless Reef,525367
Sentinel of the Nameless City,The Lost Caverns of Ixalan,1.51,Near Mint,English,1,Normal,,Sentinel of the Nameless City,525263
Squirming Emergence,The Lost Caverns of Ixalan,0.57,Near Mint,English,3,Normal,,Squirming Emergence,525288
Stalactite Stalker,The Lost Caverns of Ixalan,1.13,Near Mint,English,1,Normal,,Stalactite Stalker,524432
Sunken Citadel,The Lost Caverns of Ixalan,1.9,Near Mint,English,1,Normal,,Sunken Citadel,525115
Tarrian's Soulcleaver,The Lost Caverns of Ixalan,2.29,Near Mint,English,1,Normal,,Tarrian's Soulcleaver,525283
The Ancient One,The Lost Caverns of Ixalan,1.65,Near Mint,English,3,Normal,,The Ancient One,525362
The Mycotyrant,The Lost Caverns of Ixalan,1.13,Near Mint,English,1,Normal,,The Mycotyrant,524170
The Mycotyrant - Showcase,The Lost Caverns of Ixalan,1.67,Near Mint,English,1,Normal,,The Mycotyrant (Showcase),524222
Thousand Moons Smithy // Barracks of the Thousand,The Lost Caverns of Ixalan,1.47,Near Mint,English,2,Normal,,Thousand Moons Smithy,525625
"Vito, Fanatic of Aclazotz - Showcase",The Lost Caverns of Ixalan,0.57,Near Mint,English,1,Normal,,"Vito, Fanatic of Aclazotz (Showcase)",524234
Warden of the Inner Sky,The Lost Caverns of Ixalan,1.64,Near Mint,English,1,Normal,,Warden of the Inner Sky,526408
"Clavileno, First of the Blessed - Showcase",Commander: The Lost Caverns of Ixalan,1.33,Near Mint,English,1,Normal,,"Clavileno, First of the Blessed (Showcase)",524306
Eye of Ojer Taq // Apex Observatory - Extended Art,Commander: The Lost Caverns of Ixalan,1.23,Near Mint,English,1,Normal,,Eye of Ojer Taq (Extended Art),526420
Rakdos Charm,Commander: The Lost Caverns of Ixalan,0.32,Near Mint,English,1,Normal,,Rakdos Charm,525804
Chained to the Rocks,Theros,0.71,Near Mint,English,1,Normal,B00EXTW21O,Chained to the Rocks,71001
Colossus of Akros,Theros,0.83,Near Mint,English,1,Normal,B00F8OIKBE,Colossus of Akros,71406
Gray Merchant of Asphodel,Theros,0.52,Near Mint,English,5,Normal,B00EYN8NPI,Gray Merchant of Asphodel,71021
Hammer of Purphoros,Theros,1.73,Near Mint,English,1,Normal,B00EYN8Q9G,Hammer of Purphoros,71026
Alseid of Life's Bounty - Dark Frame Promo,Promo Pack: Theros Beyond Death,0.75,Near Mint,English,1,Normal,B084DGGVJ1,Alseid of Life's Bounty,208023
Ironscale Hydra - Theme Booster Exclusive,Theros Beyond Death,2.56,Near Mint,English,1,Normal,B083QT619D,Ironscale Hydra,206239
Island (251),Theros Beyond Death,1.5,Near Mint,English,1,Normal,B083QSPM3Y,Island,206023
Chittering Witch - Brawl Deck Exclusive,Throne of Eldraine,1.48,Near Mint,English,1,Normal,B07XSDJ6SZ,Chittering Witch,198428
Kenrith's Transformation,Throne of Eldraine,1.07,Near Mint,English,3,Normal,B07Y8VJ3LR,Kenrith's Transformation,199539
Witch's Cottage,Throne of Eldraine,0.7,Near Mint,English,5,Normal,B07XLD5JNS,Witch's Cottage,198390
Witch's Oven,Throne of Eldraine,0.87,Near Mint,English,1,Normal,B07Y2J1PJ4,Witch's Oven,198898
Dwarf Token,Throne of Eldraine,0.42,Near Mint,English,2,Normal,B07Y8W1QRD,Dwarf Token,199481
Basal Sliver,Time Spiral,0.63,Near Mint,English,2,Normal,B0062DR5BG,Basal Sliver,14163
Harmonic Sliver,Time Spiral,0.57,Near Mint,English,2,Normal,B005OVIIW2,Harmonic Sliver,14256
Opaline Sliver,Time Spiral,1.86,Near Mint,English,4,Normal,B005OVITBM,Opaline Sliver,14310
Quilled Sliver,Time Spiral,0.5,Near Mint,English,2,Normal,B005OVIXPE,Quilled Sliver,14336
Krosan Grip,Time Spiral Remastered,0.7,Near Mint,English,1,Normal,,Krosan Grip,234011
Mana Tithe,Time Spiral Remastered,0.84,Near Mint,English,1,Normal,,Mana Tithe,233683
Restore Balance,Time Spiral Remastered,0.54,Near Mint,English,1,Normal,,Restore Balance,233649
Simian Spirit Guide,Time Spiral Remastered,1.17,Near Mint,English,2,Normal,,Simian Spirit Guide,233914
Utopia Mycon,Time Spiral Remastered,0.62,Near Mint,English,1,Normal,,Utopia Mycon,234016
Wheel of Fate,Time Spiral Remastered,3.45,Near Mint,English,1,Normal,,Wheel of Fate,233890
Dandan,Timeshifted,7.06,Near Mint,English,1,Normal,B0062E24UM,Dandan,14574
Dawn Charm,Ultimate Masters,0.96,Near Mint,English,1,Normal,B07KYYR993 ,Dawn Charm,180844
Desperate Ritual,Ultimate Masters,1.17,Near Mint,English,1,Normal,B07KYZ72TC ,Desperate Ritual,180810
Mountain (Fog),Unlimited,2.57,Near Mint,English,1,Normal,B00A6CMWKI,Mountain (B),18305
Plains (No Trees),Unlimited,3.98,Near Mint,English,1,Normal,B00A6CMXTI,Plains (A),9166
Plains (Trees),Unlimited,2.21,Near Mint,English,1,Normal,B00A6CMYM4,Plains (B),18307
Plains (No Mountains),Unlimited,1.88,Near Mint,English,1,Normal,B005OVHJBI,Plains (C),18308
Crop Rotation,Urza's Legacy,1.84,Near Mint,English,2,Normal,B0062DS61O,Crop Rotation,6295
Abundance,Urza's Saga,4.11,Near Mint,English,1,Normal,B0062DPJN2,Abundance,6773
Acidic Soil,Urza's Saga,1.54,Near Mint,English,1,Normal,B005OVFJXI,Acidic Soil,6776
Bedlam,Urza's Saga,2.97,Near Mint,English,1,Normal,B0062DPPCW,Bedlam,6794
Lotus Blossom,Urza's Saga,1.84,Near Mint,English,1,Normal,B0062DQW7O,Lotus Blossom,6936
Bolt Bend,War of the Spark,2.96,Near Mint,English,1,Normal,B07QJ82FZK,Bolt Bend,188345
Dreadhorde Invasion,War of the Spark,0.63,Near Mint,English,1,Normal,B07QHG82CJ,Dreadhorde Invasion,187119
God-Pharaoh's Statue,War of the Spark,0.49,Near Mint,English,1,Normal,B07QB9QY22,God-Pharaoh's Statue,187246
Kaya's Ghostform,War of the Spark,1.1,Near Mint,English,1,Normal,B07QD86QCC,Kaya's Ghostform,187181
Lazotep Plating,War of the Spark,0.74,Near Mint,English,3,Normal,B07QGHG3HS,Lazotep Plating,187248
Biophagus,"Commander: Universes Beyond: Warhammer 40,000",6.75,Near Mint,English,1,Normal,,Biophagus,285868
Goblin Bomb,Weatherlight,12.49,Near Mint,English,1,Normal,B003LZ01KK,Goblin Bomb,6038
Asinine Antics,Wilds of Eldraine,0.61,Near Mint,English,1,Normal,,Asinine Antics,512679
Charming Scoundrel,Wilds of Eldraine,1.31,Near Mint,English,2,Normal,,Charming Scoundrel,513021
Decadent Dragon // Expensive Taste - Showcase,Wilds of Eldraine,1.05,Near Mint,English,1,Normal,,Decadent Dragon (Showcase),512292
Hylda of the Icy Crown,Wilds of Eldraine,0.79,Near Mint,English,1,Normal,,Hylda of the Icy Crown,512193
Mosswood Dreadknight // Dread Whispers,Wilds of Eldraine,1.22,Near Mint,English,1,Normal,,Mosswood Dreadknight,513358
Realm-Scorcher Hellkite - Extended Art,Wilds of Eldraine,1.57,Near Mint,English,1,Normal,,Realm-Scorcher Hellkite (Extended Art),512535
"Syr Ginger, the Meal Ender",Wilds of Eldraine,0.91,Near Mint,English,4,Normal,,"Syr Ginger, the Meal Ender",512220
Garruk's Uprising,Wilds of Eldraine: Enchanting Tales,0.54,Near Mint,English,1,Normal,,Garruk's Uprising,512544
Impact Tremors,Wilds of Eldraine: Enchanting Tales,0.53,Near Mint,English,1,Normal,,Impact Tremors,512663
Nature's Will,Wilds of Eldraine: Enchanting Tales,0.95,Near Mint,English,1,Normal,,Nature's Will,512532
Repercussion,Wilds of Eldraine: Enchanting Tales,2.67,Near Mint,English,1,Normal,,Repercussion,512534
Sanguine Bond,Wilds of Eldraine: Enchanting Tales,1.48,Near Mint,English,1,Normal,,Sanguine Bond,512422
Everflowing Chalice,Worldwake,0.59,Near Mint,English,1,Normal,B0035ELSW2,Everflowing Chalice,34363
Journey to Nowhere,Zendikar,1.61,Near Mint,English,3,Normal,B002QUGB9Q,Journey to Nowhere,33334
Quest for Pure Flame,Zendikar,0.42,Near Mint,English,1,Normal,B002QY0UK8,Quest for Pure Flame,33402
Island (381),Zendikar Rising,0.76,Near Mint,English,5,Normal,,Island,222819
Mountain (383),Zendikar Rising,0.74,Near Mint,English,1,Normal,,Mountain,222821
Soul Shatter,Zendikar Rising,2.94,Near Mint,English,1,Normal,B08HVW79MS,Soul Shatter,221926
Swamp (382),Zendikar Rising,1.02,Near Mint,English,1,Normal,,Swamp,222820
Admonition Angel,Commander: Zendikar Rising,0.71,Near Mint,English,2,Normal,B08K3T8LVD,Admonition Angel,222632
Evolution Sage,Commander: Zendikar Rising,1.15,Near Mint,English,1,Normal,B08K3VJPJT,Evolution Sage,222676
Inspiring Call,Commander: Zendikar Rising,0.53,Near Mint,English,1,Normal,B08K3WCDT1,Inspiring Call,222639
"Mina and Denn, Wildborn",Commander: Zendikar Rising,0.5,Near Mint,English,2,Normal,B08K3WCFZ2,"Mina and Denn, Wildborn",222652
"Multani, Yavimaya's Avatar",Commander: Zendikar Rising,1.5,Near Mint,English,1,Normal,B08K3W9YBX,"Multani, Yavimaya's Avatar",222641
"Omnath, Locus of Rage",Commander: Zendikar Rising,3.12,Near Mint,English,1,Normal,B08K3WHVCJ,"Omnath, Locus of Rage",222655
Rites of Flourishing,Commander: Zendikar Rising,1.18,Near Mint,English,1,Normal,B08K3WXG34,Rites of Flourishing,222659
